banks;amenity=bank
party_equipment_rental;shop=rental,rental=party_equipment
personal_chef;office=catering
photo_booth_rental;shop=rental,rental=photo_booth
silent_disco;shop=rental,rental=silent_disco_equipment
sommelier_service;office=consulting,consulting=wine
team_building_activity;office=entertainment,entertainment=team_building
trivia_host;office=entertainment,entertainment=trivia
valet_service;amenity=parking,parking=valet
videographer;craft=photographer,photographer=video
wedding_chapel;amenity=place_of_worship,religion=christian,service=wedding
wedding_planning;office=event_management,event_management=wedding
child_care_and_day_care;amenity=childcare
day_care_preschool;amenity=kindergarten
elder_care_planning;office=consulting,consulting=elder_care
family_service_center;amenity=social_facility,social_facility=family_centre
financial_service;office=financial
accountant;office=accountant
bank_or_credit_union;
credit_union;amenity=bank,name=credit_union
business_banking_service;
business_financing;
check_cashing_payday_loans;shop=money_lender
credit_and_debt_counseling;
currency_exchange;amenity=bureau_de_change
customs_broker;
financial_advising;
gold_buyer;
installment_loans;amenity=bank,atm=yes
auto_loan_provider;
mortgage_lender;
insurance_agency;office=insurance
auto_insurance;office=insurance,insurance=car
farm_insurance;office=insurance,insurance=farm
fidelity_and_surety_bonds;
home_and_rental_insurance;office=insurance,insurance=home
life_insurance;office=insurance,insurance=life
investing;
investment_management_company;
mortgage_broker;
private_equity_firm;
public_adjuster;office=insurance,insurance=adjuster
real_estate_investment;office=financial,financial=real_estate
trusts;
home_service;craft=yes
air_duct_cleaning_service;
antenna_service;shop=radiotechnics
appliance_repair_service;shop=electronics,service:repair=yes
artificial_turf;
bathroom_remodeling;craft=builder
cabinet_sales_service;
carpenter;craft=carpenter
carpet_cleaning;shop=dry_cleaning,dry_cleaning:carpet=yes
carpet_dyeing;shop=dry_cleaning,dry_cleaning:carpet=yes
carpet_installation;
ceiling_and_roofing_repair_and_service;
ceiling_service;
roofing;craft=roofer
childproofing;
chimney_service;craft=chimney_sweep
chimney_sweep;craft=chimney_sweeper
clock_repair_service;
closet_remodeling;
contractor;office=contractor
altering_and_remodeling_contractor;
building_contractor;
paving_contractor;office=contractor,contractor=paving
countertop_installation;office=contractor,contractor=kitchen
damage_restoration;office=contractor,contractor=damage_restoration
fire_and_water_damage_restoration;office=contractor,contractor=damage_restoration
deck_and_railing_sales_service;office=contractor,contractor=decking
demolition_service;office=contractor,contractor=demolition
donation_center;amenity=recycling,recycling_type=donation
door_sales_service;office=contractor,contractor=doors
electrician;craft=electrician
excavation_service;office=contractor,contractor=excavation
exterior_design;
fence_and_gate_sales_service;office=contractor,contractor=fencing
feng_shui;office=consulting,consulting=feng_shui
fire_protection_service;shop=trade,trade=fire_safety
fireplace_service;shop=fireplace
firewood;shop=fuel
foundation_repair;office=contractor,contractor=foundation_repair
furniture_assembly;
furniture_rental_service;shop=rental,rental=furniture
furniture_repair;
furniture_reupholstery;
garage_door_service;office=contractor,contractor=garage_doors
glass_and_mirror_sales_service;craft=glaziery
grout_service;
gutter_service;office=contractor,contractor=roofing
handyman;craft=handyman
home_automation;office=it,service=home_automation
home_cleaning;office=cleaning
home_energy_auditor;office=consulting,consulting=energy_audit
home_inspector;office=surveyor,surveyor=building
home_network_installation;office=it,service=network_installation
home_security;
home_window_tinting;office=contractor,contractor=window_tinting
house_sitting;office=company,service=house_sitting
hydro_jetting;
indoor_landscaping;office=landscaping,indoor=yes
insulation_installation;craft=insulation
interior_design;office=design,design=interior
junk_removal_and_hauling;office=waste_management,service=junk_removal
key_and_locksmith;shop=locksmith
kitchen_remodeling;office=contractor,contractor=kitchen_remodeling
knife_sharpening;craft=sharpener
landscaping;
gardener;craft=gardener
landscape_architect;office=architect,architect=landscape
lawn_service;office=landscaping
lawn_mower_repair_service;craft=mechanic,mechanic=lawn_mower
lighting_fixtures_and_equipment;
masonry_concrete;
mobile_home_repair;
painting;craft=painter
patio_covers;office=contractor,contractor=patio_covers
personal_assistant;office=administrative
pest_control_service;office=contractor,contractor=pest_control
plasterer;craft=plasterer
plumbing;craft=plumber
pool_cleaning;
pressure_washing;office=contractor,contractor=pressure_washing
recycling_center;amenity=recycling,recycling_type=centre
security_systems;shop=security
sewing_and_alterations;
shades_and_blinds;shop=curtain
shutters;shop=trade,trade=shutters
siding;office=contractor,contractor=siding
snow_removal_service;office=contractor,contractor=snow_removal
solar_installation;office=contractor,contractor=solar
solar_panel_cleaning;office=contractor,contractor=solar_cleaning
structural_engineer;office=engineering,engineering=structural
tiling;craft=tiler
tv_mounting;office=contractor,contractor=tv_installation
washer_and_dryer_repair_service;craft=electronics_repair,electronics=appliance
water_delivery;office=delivery,delivery=water
water_heater_installation_repair;office=contractor,contractor=plumbing
waterproofing;office=contractor,contractor=waterproofing
well_drilling;office=contractor,contractor=well_drilling
window_washing;office=cleaning,cleaning=windows
windows_installation;office=contractor,contractor=windows
skylight_installation;office=contractor,contractor=skylight
condominium;
halfway_house;amenity=social_facility,social_facility=group_home
low_income_housing;building=apartments,social_housing=yes
mobile_home_park;landuse=residential,residential=mobile_home_park
assisted_living_facility;amenity=social_facility,social_facility=assisted_living
memory_care_facility;amenity=social_facility,social_facility=assisted_living,for=dementia
retirement_home;
university_housing;building=dormitory
hazardous_waste_disposal;amenity=waste_disposal,waste=hazardous
powder_coating_service;craft=metalworker,service=powder_coating
sandblasting_service;office=contractor,contractor=sandblasting
dry_cleaning;shop=laundry,dry_cleaning=yes
laundromat;amenity=laundry
attorney_or_law_firm;office=lawyer
bankruptcy_law;office=lawyer,lawyer=bankruptcy
business_law;office=lawyer,lawyer=business
contract_law;office=lawyer,lawyer=contract
criminal_defense_law;office=lawyer,lawyer=criminal_defense
disability_law;office=lawyer,lawyer=disability
divorce_and_family_law;office=lawyer,lawyer=divorce_and_family
dui_law;office=lawyer,lawyer=dui
employment_law;office=lawyer,lawyer=employment
entertainment_law;office=lawyer,lawyer=entertainment
estate_planning_law;office=lawyer,lawyer=estate_planning
general_litigation;
immigration_law;office=lawyer,lawyer=immigration
ip_and_internet_law;office=lawyer,lawyer=ip_and_internet
medical_law;office=lawyer,lawyer=medical
personal_injury_law;office=lawyer,lawyer=personal_injury
real_estate_law;office=lawyer,lawyer=real_estate
social_security_law;office=lawyer,lawyer=social_security
tax_law;office=lawyer,legal=tax
traffic_ticketing_law;office=lawyer,lawyer=traffic_ticketing
wills_trusts_and_probate;office=lawyer,legal=estate
workers_compensation_law;office=lawyer,lawyer=workers_compensation
bail_bonds_service;office=bail_bond_agent
court_reporter;office=legal,legal=courtreport
mediator;office=lawyer,legal=mediation
notary_public;office=lawyer,lawyer=notary
patent_law;office=lawyer,lawyer=patent
private_investigation;office=security,security=private_investigator
tenant_and_eviction_law;office=lawyer,lawyer=tenant_and_eviction
art_restoration_service;
bookbinding;craft=bookbinder
calligraphy;
commissioned_artist;
engraving;craft=engraver
media_critic;
movie_critic;
music_critic;
video_game_critic;
media_news_company;office=news
animation_studio;office=design
book_magazine_distribution;
broadcasting_media_production;office=media
game_publisher;
media_agency;
movie_television_studio;amenity=studio,studio=television
music_production;office=studio,studio=music
radio_station;amenity=studio,studio=radio
social_media_company;office=it,it=social_media
television_station;
media_news_website;office=news,service=online
media_restoration_service;office=company,service=media_restoration
vocal_coach;amenity=training,training=singing
photography_service;craft=photographer
boudoir_photography_service;
event_photography_service;
session_photography_service;
print_media;office=publisher
record_label;office=music,music=record_label
recording_and_rehearsal_studio;amenity=studio,studio=music
studio_taping;amenity=studio,studio=recording
video_film_production;office=studio,studio=video
weather_station;man_made=monitoring_station,monitoring:weather=yes
3d_printing_service;shop=3d_printing
commercial_printer;
t_shirt_printing_service;craft=printer,printer=screen_printing
corporate_or_business_office;
corporate_or_business_office;
advertising_agency;office=advertising_agency
bank_equipment_service;
bookkeeper;
business_consulting;office=consulting
career_counseling;
certification_agency;
office_cleaning;
copywriting_service;
coworking_space;amenity=coworking_space
e_commerce_service;
temp_agency;
food_and_beverage_consultant;office=consulting,consulting=food_service
internet_marketing_service;office=advertising,advertising=online
marketing_agency;office=advertising
merchandising_service;office=marketing
public_relations;office=advertising,advertising=PR
social_media_agency;office=advertising,advertising=social_media
talent_agency;office=entertainment,entertainment=talent_agency
writing_service;office=consulting,consulting=writing
real_estate_service;office=estate_agent
real_estate_service;
home_developer;office=company,company=developer
commercial_real_estate;
display_home_center;shop=furniture,product=showroom
estate_liquidation;
home_organization;office=consulting,consulting=organization
home_staging;
homeowner_association;office=association,association=homeowners
housing_cooperative;office=association,association=housing_cooperative
kitchen_incubator;amenity=community_centre,community_centre=workspace,workspace=kitchen
land_surveying;office=surveyor
mobile_home_dealer;shop=caravan
property_management;office=property_management
real_estate_agent;
apartment_agent;
real_estate_photography;craft=photographer,subject=real_estate
shared_office_space;
rental_service;shop=rental
art_space_rental;
clothing_rental;shop=clothes,clothes:rental=yes
fingerprinting_service;
mailbox_center;amenity=post_office,post_office:type=contract
packaging_contractors_and_service;office=company,service=packaging
post_office;amenity=post_office
shipping_center;
vehicle_shipping;office=logistics,service=vehicle_transport
storage_facility;amenity=storage
automotive_storage_facility;
boat_storage_facility;amenity=marina
package_locker;amenity=parcel_locker
boat_storage_facility;amenity=parking,parking=storage,caravan=yes,boat=yes
rv_storage_facility;amenity=parking,parking=storage,caravan=yes
self_storage_facility;shop=storage_rental
acoustical_consultant;
bike_repair_maintenance;service:bicycle:repair=yes
commercial_refrigeration;shop=trade,trade=refrigeration
computer_hardware_company;
electronics_repair_shop;craft=electronics_repair
elevator_service;office=contractor,contractor=elevator
generator_installation_repair;office=contractor,contractor=electrical
hydraulic_repair_service;craft=mechanic,mechanic=hydraulic
internet_service_provider;office=telecommunication,service=internet
web_hosting_service;
it_service_and_computer_repair;shop=computer,service=repair
data_recovery;office=it,service=data_recovery
it_consultant;
mobile_phone_repair;shop=mobile_phone,service=repair
jewelry_repair_service;craft=jeweller,service=repair
laboratory;amenity=laboratory
machine_shop;
software_development;office=software
taxidermist;craft=taxidermist
watch_repair_service;craft=watchmaker
telecommunications_service;
wind_energy;office=energy_supplier,energy=wind
shopping;shop=yes
convenience_store;shop=convenience
department_store;shop=department_store
discount_store;shop=discount
clothing_store;shop=clothes
bridal_shop;shop=clothes,clothes=wedding
denim_wear_store;shop=clothes,clothes=denim
designer_clothing;shop=clothes,clothes=fashion
formal_wear_store;shop=clothes,clothes=formal
fur_clothing;shop=clothes,clothes=fur
lingerie_store;shop=clothes,clothes=underwear
maternity_wear;shop=clothes,clothes=maternity
sleepwear;shop=clothes,clothes=sleepwear
t_shirt_store;shop=clothes,clothes=t-shirts
custom_t_shirt_store;
traditional_clothing;shop=clothes,clothes=traditional
saree_shop;shop=clothes,clothes=sari
uniform_store;shop=clothes,clothes=workwear
sunglasses_store;shop=optician,product=sunglasses
fashion_accessories_store;shop=fashion_accessories
jewelry_store;shop=jewelry
diamond_dealer;
goldsmith;craft=goldsmith
watch_store;shop=watches
luggage_store;shop=luggage
shoe_store;shop=shoes
orthopedic_shoe_store;shop=shoes,shoes=orthopaedic
brewing_supply_store;shop=brewing_supplies
butcher_shop;shop=butcher
cheese_shop;shop=cheese
coffee_and_tea_supplies;shop=coffee
csa_farm;landuse=farmland,produce=vegetables
fishmonger;
pizza_delivery_service;amenity=restaurant,cuisine=pizza,delivery=only
grocery_store;shop=grocery
asian_grocery_store;shop=supermarket,cuisine=asian
indian_grocery_store;shop=supermarket,cuisine=indian
international_grocery_store;shop=supermarket,international=yes
japanese_grocery_store;shop=supermarket,cuisine=japanese
korean_grocery_store;shop=supermarket,cuisine=korean
kosher_grocery_store;shop=supermarket,cuisine=kosher
mexican_grocery_store;shop=supermarket,cuisine=mexican
organic_grocery_store;shop=supermarket,organic=yes
russian_grocery_store;shop=supermarket,cuisine=russian
health_food_store;
honey_farm_shop;shop=farm,produce=honey
liquor_store;
patisserie_cake_shop;shop=pastry
custom_cakes_shop;
pick_your_own_farm;landuse=farmland,produce=various,pick_your_own=yes
seafood_market;shop=seafood
smokehouse;amenity=restaurant,cuisine=barbecue
tobacco_shop;shop=tobacco
water_store;shop=water
kiosk;shop=kiosk
farmers_market;
health_market;shop=health_food
holiday_market;
market_stall;
night_market;amenity=marketplace,opening_hours=night
public_market;amenity=marketplace
shopping_passage;highway=pedestrian,covered=yes
street_vendor;
shopping;shop=general,delivery=only
antique_store;shop=antiques
flea_market;amenity=marketplace,marketplace=flea_market
junkyard;industrial=scrap_yard
pawn_shop;shop=pawnbroker
shopping_mall;shop=mall
personal_shopper;office=consulting,consulting=fashion
adult_store;shop=erotic
horse_equipment_shop;shop=sports,sport=equestrian
livestock_feed_and_supply_store;
pet_store;shop=pet
aquatic_pet_store;
bird_store;
reptile_store;shop=pet,pet=reptile
art_supply_store;shop=art
atelier;craft=artist
cooking_classes;amenity=training,training=cooking
costume_store;shop=costume
fabric_store;shop=fabric
framing_store;shop=frame
hobby_shop;shop=hobby
auction_house;shop=auction_house
car_auction;shop=auction_house,auction=car
bookstore;shop=books
academic_bookstore;
comic_books_store;shop=books,books=comic
used_bookstore;shop=books,second_hand=only
music_and_dvd_store;shop=music
newspaper_and_magazines_store;shop=newsagent
video_game_store;shop=video_games
vinyl_record_store;shop=music,music=vinyl
cards_and_stationery_store;
educational_supply_store;
audio_visual_equipment_store;
battery_store;
car_stereo_store;
computer_store;shop=computer
drone_store;shop=model
mobile_phone_store;shop=mobile_phone
agricultural_seed_store;shop=trade,trade=agricultural_supplies
farming_equipment_store;
flowers_and_gifts_store;shop=flowers
florist;shop=florist
gift_shop;shop=gift
gunsmith;craft=gunsmith
appliance_store;shop=appliance
building_supply_store;
lumber_store;shop=trade,trade=lumber
candle_store;shop=candles
carpet_store;shop=carpet
do_it_yourself_store;shop=doityourself
electrical_supply_store;shop=electrical
flooring_store;shop=flooring
furniture_accessory_store;
furniture_store;shop=furniture
hardware_store;shop=hardware
welding_supply_store;shop=hardware,product=welding_supplies
home_goods_store;
home_improvement_store;
kitchen_supply_store;
lawn_mower_store;shop=garden_centre,product=lawn_mowers
lighting_store;shop=lighting
mattress_store;shop=bed
outdoor_furniture_store;shop=furniture,furniture=outdoor
paint_store;shop=paint
rug_store;
tile_store;shop=tiles
wallpaper_store;shop=interior_decoration
window_treatment_store;
woodworking_supply_store;shop=doityourself,product=woodworking
dental_supply_store;shop=medical_supply,medical_supply=dental
musical_instrument_store;shop=musical_instrument
guitar_store;shop=musical_instrument,instrument=guitar
piano_store;shop=musical_instrument,instrument=piano
office_supply_store;shop=office_supplies
pen_store;shop=stationery,product=pens
outlet_store;shop=department_store,department_store=outlet
cosmetics_and_fragrance_store;shop=perfumery
wig_store;shop=beauty,beauty=wigs
drugstore;shop=chemist
pharmacy;amenity=pharmacy
specialty_store;shop=rental,rental=props
safe_store;shop=locksmith,product=safes
smoke_and_vape_store;shop=e-cigarette
cannabis_dispensary;
pool_and_billiards_store;shop=sports,sport=pool
swimwear_store;shop=clothes,clothes=swimwear
army_and_navy_store;
military_surplus_store;shop=military_surplus
toy_store;shop=toys
auto_parts_store;
auto_parts_store;
motorcycle_parts_store;shop=clothes,clothes=motorcycle
motorsports_store;shop=sports,sport=motorsport
rv_parts_store;shop=caravan,caravan=parts
superstore;
aircraft_dealer;shop=aircraft
auto_dealer;
auto_broker;
auto_leasing;amenity=car_rental
used_auto_dealer;shop=car,second_hand=only
boat_dealer;shop=boat
commercial_vehicle_dealer;shop=truck
forklift_dealer;shop=trade,trade=forklift
golf_cart_dealer;shop=car,car=golf_cart
motorcycle_dealer;shop=motorcycle
motorsport_vehicle_dealer;shop=car,car=sports
recreational_vehicle_dealer;
trailer_dealer;
truck_dealer;shop=car,car=truck
warehouse_club_store;shop=wholesale
park;leisure=park
dog_park;leisure=dog_park
national_park;boundary=protected_area
playground;leisure=playground
state_park;boundary=protected_area,protect_class=5
water_park;leisure=water_park
boat_rental_and_training;amenity=boat_rental,training=yes
canoe_and_kayak_hire_service;amenity=boat_rental
jet_skis_rental;shop=rental,rental=jet_ski
paddleboard_rental;shop=rental,rental=paddleboard
scooter_rental;shop=rental,rental=scooter
sledding_rental;shop=rental,rental=sled
snorkeling_equipment_rental;shop=rental,rental=snorkeling_equipment
surfboard_rental;shop=rental,rental=surfboard
recreational_trail_or_path;highway=path
backpacking_area;
hiking_trail;highway=path,sac_scale=hiking
amateur_sport_league;
esports_league;
professional_sport_league;office=association,association=sports_league
school_sport_league;office=association,association=school_sports
sport_or_fitness_facility;
axe_throwing;leisure=sports_centre,sport=axe_throwing
bungee_jumping_center;tourism=attraction,attraction=bungee_jumping
challenge_courses_center;tourism=attraction,attraction=ropes_course
cliff_jumping_center;tourism=attraction,attraction=cliff_jumping
climbing_service;tourism=tours,tours=mountaineering
high_gliding_center;
rock_climbing_spot;natural=bare_rock,sport=climbing
ziplining_center;leisure=sports_centre,sport=zip_line
adventure_sports_center;leisure=sports_centre
atv_recreation_park;leisure=park,sport=atv
batting_cage;leisure=sports_centre,sport=baseball
bowling_alley;leisure=bowling_alley
boxing_class;amenity=dojo,sport=boxing
boxing_gym;leisure=fitness_centre,sport=boxing
climbing_class;leisure=climbing
diving_center;amenity=dive_centre
free_diving_center;amenity=dive_centre,sport=freediving
scuba_diving_center;
free_diving_instruction;amenity=training,training=freediving
scuba_diving_instruction;amenity=training,training=scuba_diving
aerial_fitness_center;
boot_camp;
pilates_studio;leisure=fitness_centre,sport=pilates
qi_gong_studio;leisure=fitness_centre,sport=qi_gong
tai_chi_studio;leisure=fitness_centre,sport=tai_chi
yoga_studio;leisure=fitness_centre,sport=yoga
fitness_trainer;
flyboarding_center;leisure=sports_centre,sport=flyboarding
flyboarding_rental;leisure=sports_centre,sport=flyboarding,rental=yes
golf_course;leisure=golf_course
driving_range;golf=driving_range
golf_instructor;amenity=training,training=golf
gym;leisure=fitness_centre
gymnastics_center;leisure=sports_centre,sport=gymnastics
hang_gliding_center;leisure=sports_centre,sport=hang_gliding
horse_riding;leisure=horse_riding
equestrian_facility;
horseback_riding_service;
indoor_playcenter;leisure=playground,indoor=yes
kiteboarding;leisure=sports_centre,sport=kitesurfing
kiteboarding_instruction;amenity=training,training=kitesurfing
laser_tag;leisure=laser_tag
miniature_golf_course;leisure=miniature_golf
paddleboarding_center;leisure=sports_centre,sport=paddleboarding
paddleboarding_lessons;amenity=training,training=paddleboarding
paintball;leisure=pitch,sport=paintball
parasailing_ride_service;tourism=attraction,attraction=parasailing
pool_billiards;leisure=sports_centre,sport=billiards
pool_hall;amenity=social_club,club=sports,sport=pool
race_track;leisure=track,sport=motor
go_kart_track;highway=raceway,sport=karting
horse_racing_track;leisure=stadium,sport=horse_racing
racing_experience;tourism=attraction,attraction=racing_experience
rock_climbing_gym;leisure=fitness_centre,sport=rock_climbing,indoor=yes
rock_climbing_instructor;leisure=sports_hall,sport=climbing
shooting_range;leisure=sports_centre,sport=shooting
archery_range;leisure=pitch,sport=archery
skate_park;leisure=skate_park
skating_rink;
ice_skating_rink;leisure=ice_rink
roller_skating_rink;leisure=sports_centre,sport=roller_skating
ski_and_snowboard_school;amenity=training,training=skiing
sky_diving;amenity=aerodrome,sport=skydiving
bobsledding_field;leisure=pitch,sport=bobsled
ski_area;landuse=winter_sports
snowboarding_center;leisure=sports_centre,sport=snowboard
badminton_court;leisure=pitch,sport=badminton
basketball_court;leisure=pitch,sport=basketball
beach_volleyball_court;leisure=pitch,sport=beachvolleyball
bocce_ball_court;leisure=pitch,sport=boules
handball_court;leisure=pitch,sport=handball
racquetball_court;leisure=pitch,sport=racquetball
squash_court;leisure=pitch,sport=squash
tennis_court;leisure=pitch,sport=tennis
volleyball_court;leisure=pitch,sport=volleyball
american_football_field;leisure=pitch,sport=american_football
baseball_field;leisure=pitch,sport=baseball
disc_golf_course;leisure=disc_golf_course
futsal_field;leisure=pitch,sport=futsal
hockey_field;leisure=pitch,sport=field_hockey
rugby_pitch;leisure=pitch,sport=rugby
soccer_field;leisure=pitch,sport=soccer
surfing_school;amenity=training,training=surfing
swimming_pool;leisure=swimming_pool
swimming_instructor;amenity=training,training=swimming
trampoline_park;leisure=trampoline_park
tubing_provider;tourism=attraction,attraction=tubing
fishing_charter;office=company,service=fishing_charter
rafting_kayaking_area;leisure=sports_centre,sport=canoe
sailing_area;leisure=sports_centre,sport=sailing
snorkeling;tourism=attraction,attraction=snorkeling
surfing;leisure=sports_centre,sport=surfing
windsurfing_center;leisure=sports_centre,sport=windsurfing
wildlife_hunting_range;leisure=sports_centre,sport=hunting
sport_or_recreation_club;leisure=club,club=sport
beach_volleyball_club;
fencing_club;leisure=sports_centre,sport=fencing
fishing_club;leisure=club,club=sport,sport=fishing
football_club;leisure=club,club=sport,sport=soccer
go_kart_club;leisure=club,club=sport,sport=karting
golf_club;leisure=club,club=sport,sport=golf
indoor_golf_center;leisure=golf_course,golf:course=driving_range,indoor=yes
gymnastics_club;
lawn_bowling_club;leisure=club,club=sport,sport=bowls
martial_arts_club;sport=martial_arts
brazilian_jiu_jitsu_club;amenity=dojo,sport=jiu_jitsu
chinese_martial_arts_club;amenity=dojo,sport=martial_arts,martial_arts:style=chinese
karate_club;leisure=sports_centre,sport=karate
kickboxing_club;leisure=club,club=sport,sport=kickboxing
muay_thai_club;leisure=club,club=sport,sport=martial_arts
taekwondo_club;leisure=sports_centre,sport=taekwondo
paddle_tennis_club;leisure=club,club=sport,sport=padel
rowing_club;leisure=club,club=sport,sport=rowing
sailing_club;leisure=club,club=sport,sport=sailing
soccer_club;leisure=sports_centre,sport=soccer
surf_lifesaving_club;leisure=club,club=sport,sport=lifesaving
table_tennis_club;leisure=sports_centre,sport=table_tennis
volleyball_club;leisure=sports_centre,sport=volleyball
amateur_sport_team;
esports_team;leisure=club,club=sport,sport=e-sports
professional_sport_team;
school_sport_team;leisure=club,club=sport,sport=school
sport_or_fitness_facility;amenity=training,training=sports
aircraft_parts_and_supplies;
avionics_shop;
airline;
airline_ticket_agency;
airport;aeroway=aerodrome
airport_terminal;aeroway=terminal
ev_charging_station;amenity=charging_station
gas_station;amenity=fuel
fuel_dock;amenity=fuel,fuel:marine=yes
truck_gas_station;amenity=fuel,hgv=yes
automotive_service;
bus_station;amenity=bus_station,public_transport=station
bus_ticket_agency;
cable_car_service;
coach_bus;
metro_station;railway=station,station=subway
rail_facility_or_service;shop=ticket
railway_ticket_agent;amenity=ticket_office,transport=railway
train_station;railway=station,public_transport=station
rest_stop;amenity=rest_area
truck_stop;amenity=truck_stop
car_sharing;amenity=car_sharing
pedicab_service;amenity=taxi,taxi=pedicab
ride_share_service;office=transportation,transport=ride_sharing
taxi_service;amenity=taxi
town_car_service;amenity=taxi,taxi=chauffeur
parking;amenity=parking
bike_parking;amenity=bicycle_parking
motorcycle_parking;amenity=motorcycle_parking
transport_interchange;public_transport=yes
travel_service;office=travel_agent
luggage_storage;amenity=locker
visa_agent;office=travel_agent,service=visa
cannabis_tour;tourism=tours,tours=cannabis
hot_air_balloons_tour;tourism=attraction,attraction=hot_air_balloon
sightseeing_tour_agency;office=travel_agent,travel_agent=tour
visitor_center;tourism=information,information=visitor_centre
aircraft_service;craft=engineer
automotive_service;amenity=car_repair
auto_body_shop;shop=car_repair,car_repair=bodywork
auto_customization;shop=car_repair,car_repair=customization
auto_detailing;shop=car_repair,car_repair=detailing
auto_glass_service;shop=car_repair,car_repair=glass
car_window_tinting;shop=car_repair,car_repair=tinting
windshield_installation_and_repair;amenity=car_repair,car_repair=glass
auto_security;shop=car_repair,car_repair=security
auto_upholstery;craft=upholsterer
automobile_registration_service;
automotive_consultant;office=consulting,consulting=automotive
automotive_repair;shop=car_repair
auto_electrical_repair;shop=car_repair,car_repair=electrical
brake_service_and_repair;
diy_auto_shop;amenity=car_repair,self_service=yes
engine_repair_service;
exhaust_and_muffler_repair;
hybrid_car_repair;
motorsport_vehicle_repair;amenity=car_repair,car_repair=performance
tire_dealer_and_repair;shop=tyres,service=repair
trailer_repair;amenity=car_repair,car_repair=trailers
transmission_repair;amenity=car_repair,car_repair=transmission
wheel_and_rim_repair;amenity=car_repair,car_repair=wheels
automotive_wheel_polishing_service;
car_buyer;
car_stereo_installation;
car_wash;amenity=car_wash
emergency_roadside_service;office=transportation,transport=roadside_assistance
emissions_inspection;amenity=car_repair,car_repair=emissions
oil_change_station;amenity=car_repair,car_repair:oil_change=yes
tire_shop;shop=tyres
towing_service;amenity=car_repair,car_repair=towing
truck_repair;amenity=car_repair,car_repair=truck
vehicle_wrap;craft=signmaker,signmaker=vehicle_wrap
boat_service;
mooring_service;office=marine,service=mooring
delegated_driver_service;
motorcycle_repair;shop=motorcycle_repair
recreation_vehicle_repair;amenity=car_repair,car_repair=caravan
roadside_assistance;office=company,service=roadside_assistance
mobile_dent_repair;amenity=car_repair,mobile=yes
ferry_service;amenity=ferry_terminal
water_taxi_service;amenity=taxi,taxi=boat
banks;office=bank
employment_agencies;office=employment_agency
hospital;healthcare=hospital
school;office=educational_institution
train_station;railway=station
train_station;railway=halt
light_rail_and_subway_station;railway=station,station=subway
light_rail_and_subway_station;railway=station,station=light_rail
bus_station;amenity=bus_station
beer_garden;amenity=biergarten
mountain_hut;tourism=alpine_hut
mountain_hut;tourism=wilderness_hut
civic_organization;office=association
civic_organization;office=foundation
funeral_service;shop=funeral_directors
tailor;shop=tailor
tailor;craft=tailor
